EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,EVENT_TYPE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,INJURIES_INDIRECT,DEATHS_INDIRECT,TOR_LENGTH,TOR_WIDTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
81031,CONWAY CO.,HATTIEVILLE,2/5/2008,Tornado,3,2,5,14500000,0,AR,0,0,17.99,1320,RHONDO,35.2835,-92.8538,35.4588,-92.6177
81043,VAN BUREN CO.,BEVERAGE TOWN,2/5/2008,Tornado,4,3,77,22750000,0,AR,0,0,26.03,1170,SHIRLEY,35.4588,-92.6177,35.713,-92.2759
81045,STONE CO.,RUSHING,2/5/2008,Tornado,4,1,7,29000000,0,AR,0,0,23.45,1320,HERPEL,35.713,-92.2759,35.9379,-91.9624
82436,LAFAYETTE CO.,COLLEGE HILL STATION,2/5/2008,Tornado,3,0,14,35000000,0,MS,0,0,7.15,1000,ABBEVILLE,34.4071,-89.5288,34.5009,-89.4569
81054,IZARD CO.,GUION,2/5/2008,Tornado,3,2,20,11500000,0,AR,0,0,21.74,880,LOVE,35.9379,-91.9624,36.1544,-91.6802
82841,FAYETTE CO.,YUM YUM,2/5/2008,Tornado,3,1,0,100000,0,TN,0,0,3.64,167,JOYNERS CAMPGROUND,35.3697,-89.3712,35.3989,-89.3173
81078,SHARP CO.,HORSESHOE BEND,2/5/2008,Tornado,3,0,15,30000000,0,AR,0,0,14.76,580,HARDY,36.1544,-91.6802,36.2859,-91.4714
82850,MADISON CO.,LEIGHTON,2/5/2008,Tornado,3,2,14,10000000,0,TN,0,0,10.14,440,HUNTERSVILLE,35.553,-89.0739,35.6467,-88.935
83137,MADISON CO.,GILMORE,2/5/2008,Tornado,4,0,51,100000000,0,TN,0,0,7.61,125,OAKFIELD,35.6772,-88.8646,35.7325,-88.7473
83209,HARDIN CO.,BOX ELDER,2/5/2008,Tornado,4,3,5,17600000,0,TN,0,0,16.17,880,SWIFT,35.2676,-88.2926,35.3762,-88.0384
76642,MUHLENBERG CO.,GREENVILLE,2/5/2008,Tornado,3,3,24,21300000,0,KY,0,0,18.05,375,MARTWICK,37.1591,-87.2314,37.359,-87.02
79138,SUMNER CO.,CASTALIAN SPGS,2/5/2008,Tornado,3,7,14,10000000,0,TN,0,1,4.32,880,CHIPMAN,36.3822,-86.3358,36.4165,-86.2708
79653,MACON CO.,GREEN GROVE,2/5/2008,Tornado,3,13,44,14100000,1000000,TN,0,1,19.34,880,BUGTUSSEL,36.4646,-86.1815,36.6206,-85.8923
79195,MONROE CO.,BUGTUSSLE,2/5/2008,Tornado,3,0,0,3700000,0,KY,0,0,19.6,440,PERSIMMON,36.625,-85.89,36.7705,-85.5862
79196,CUMBERLAND CO.,MUD CAMP,2/5/2008,Tornado,3,0,0,1000,0,KY,0,0,1.19,440,MUD CAMP,36.7771,-85.5759,36.783,-85.5558
79999,ALLEN CO.,AMOS,2/6/2008,Tornado,3,4,11,1250000,0,KY,0,0,8.93,440,MT ZION,36.6403,-86.1132,36.7023,-85.9718
80000,MONROE CO.,FOUNTAIN RUN,2/6/2008,Tornado,3,0,0,30000,200000,KY,0,0,0.51,440,FOUNTAIN RUN,36.7033,-85.9673,36.7064,-85.9589
83608,LAWRENCE CO.,LEOLA,2/6/2008,Tornado,4,4,23,0,0,AL,0,0,14,880,CADDO,34.397,-87.289,34.5292,-87.1103
83659,JACKSON CO.,PISGAH,2/6/2008,Tornado,4,1,12,0,0,AL,0,0,10.9,660,FLAT ROCK,34.667,-85.844,34.759,-85.687
85070,AUTAUGA CO.,PRATTVILLE ARPT,2/17/2008,Tornado,3,0,50,10000000,0,AL,0,0,6.04,440,FAYS,32.3997,-86.4767,32.4695,-86.4143
80378,CARROLL CO.,BOWDON,2/26/2008,Tornado,3,0,1,8000000,0,GA,0,0,7.21,100,CARROLLTON,33.5638,-85.2905,33.58,-85.1669
87295,POLK CO.,SENEY,3/15/2008,Tornado,3,1,1,3500000,0,GA,0,0,3.18,880,HAMLET,34.09,-85.11,34.11,-85.06
87298,FLOYD CO.,WAX,3/15/2008,Tornado,3,1,1,1000000,0,GA,0,0,2.86,880,WAX,34.11,-85.09,34.11,-85.04
87303,BARTOW CO.,TAYLORSVILLE,3/15/2008,Tornado,3,0,0,3000000,0,GA,0,0,10.89,880,CARTERSVILLE ARPT,34.11,-85.04,34.12,-84.85
75964,NEWBERRY CO.,TRINITY,3/15/2008,Tornado,3,0,2,0,0,SC,0,0,23.77,1320,PEAK,34.23,-81.76,34.206,-81.345
76041,ORANGEBURG CO.,BRANCHVILLE,3/15/2008,Tornado,3,0,0,0,0,SC,0,0,10.11,1320,DORANGE,33.24,-80.865,33.24,-80.69
92471,LAWRENCE CO.,GAITHERVILLE,4/11/2008,Tornado,3,0,1,3000000,0,TN,0,0,10.34,100,WEBBER CITY,35.2677,-87.4027,35.3153,-87.2288
92475,GILES CO.,LIBERTY HILL,4/11/2008,Tornado,3,0,0,1000000,0,TN,0,0,4.71,100,CAMPBELLSVILLE,35.3321,-87.1979,35.3562,-87.1198
97519,SUFFOLK (C) CO.,LUMMIS,4/28/2008,Tornado,3,0,200,30000000,0,VA,0,0,16,400,HUNTERSVILLE,36.7102,-76.6872,36.8903,-76.4084
99928,CLAY CO.,LIBERTY MITCHELL ARP,5/2/2008,Tornado,3,0,0,4000000,0,MO,0,0,0.92,75,LIBERTY MITCHELL ARP,39.2929,-94.4903,39.2972,-94.4741
92157,VAN BUREN CO.,DAMASCUS,5/2/2008,Tornado,3,3,6,10000000,0,AR,0,0,15.4,1600,WILLOW CREEK,35.3682,-92.4816,35.4864,-92.2497
103621,CRITTENDEN CO.,EARLE MCNEELY ARPT,5/2/2008,Tornado,3,0,4,2000000,0,AR,0,0,18.73,400,GILMORE,35.2445,-90.5047,35.4384,-90.2725
107335,LEE CO.,(TUP)LEMONS ARPT TUP,5/8/2008,Tornado,3,0,0,1500000,0,MS,0,0,7.56,200,FLOWERDALE,34.2599,-88.7935,34.3176,-88.6809
98573,FORSYTH CO.,CLEMMONS STATION,5/8/2008,Tornado,3,0,2,2500000,0,NC,0,0,2.9,300,MUDDY CREEK,35.9835,-80.3753,36.0083,-80.3335
109027,OTTAWA CO.,NORTH MIAMI,5/10/2008,Tornado,4,6,150,15000000,0,OK,0,0,24,1760,PEORIA,36.9924,-95.0345,36.9278,-94.6186
99241,NEWTON CO.,HORNET,5/10/2008,Tornado,4,14,200,35000000,0,MO,0,0,30.89,1760,FAIRVIEW,36.9278,-94.6186,36.8688,-94.0644
92467,ARKANSAS CO.,FUESS,5/10/2008,Tornado,3,0,9,75000000,0,AR,0,0,14.05,1320,LAGRUE,34.4869,-91.5949,34.4313,-91.3577
101751,TREUTLEN CO.,SOPERTON,5/11/2008,Tornado,3,0,0,200000,0,GA,0,0,5.32,150,ZAIDEE,32.3399,-82.5803,32.33,-82.49
101752,MONTGOMERY CO.,KIBBEE,5/11/2008,Tornado,3,0,0,25000,0,GA,0,0,2.34,150,KIBBEE,32.33,-82.49,32.33,-82.45
109006,TATTNALL CO.,COBBTOWN,5/11/2008,Tornado,3,0,2,1000000,0,GA,0,0,4.5,200,COBBTOWN,32.31,-82.23,32.29,-82.13
109020,MCINTOSH CO.,DARIEN EDEN FLD,5/11/2008,Tornado,4,0,9,12500000,0,GA,0,0,11,700,SAPELO IS,31.41,-81.46,31.4,-81.3
93763,WELD CO.,PLATTEVILLE ARPT,5/22/2008,Tornado,3,1,78,147000000,0,CO,0,0,24.26,1760,SEVERANCE,40.2323,-104.7539,40.55,-104.95
103769,GOVE CO.,QUINTER,5/23/2008,Tornado,4,0,2,2500000,0,KS,0,0,11.39,1320,PARK,38.9445,-100.288,39.1053,-100.3344
109776,CLARK CO.,CLARK STATE LAKE,5/23/2008,Tornado,3,0,0,0,0,KS,0,0,11.3,3170,CLARK STATE LAKE,37.3428,-99.7264,37.4059,-99.5554
110704,NESS CO.,OSGOOD,5/23/2008,Tornado,3,0,0,0,0,KS,0,0,6.41,715,OSGOOD,38.6085,-99.8761,38.6967,-99.8393
107446,HARPER CO.,SELMAN,5/23/2008,Tornado,3,0,0,0,0,OK,0,0,5,1100,SELMAN,36.6663,-99.5591,36.7331,-99.5246
109826,COMANCHE CO.,BUTTERMILK,5/23/2008,Tornado,3,0,0,0,0,KS,0,0,7,980,BUTTERMILK,36.9992,-99.0557,37.0991,-99.0606
109833,STAFFORD CO.,MACKSVILLE SMITH ARP,5/23/2008,Tornado,3,0,0,0,0,KS,0,0,9.1,1900,MACKSVILLE SMITH ARP,37.8251,-99.0131,37.9547,-99.0221
110644,PRATT CO.,SAWYER,5/23/2008,Tornado,3,2,2,0,0,KS,0,0,21.9,1430,PRESTON,37.484,-98.6339,37.7692,-98.4935
90824,BUTLER CO.,APLINGTON,5/25/2008,Tornado,5,9,50,75000000,75000,IA,0,0,15.64,1235,NEW HARTFORD,42.556,-92.8616,42.5664,-92.5547
107670,ANOKA CO.,CENTERVILLE,5/25/2008,Tornado,3,0,0,300000,0,MN,0,0,1.61,220,CENTERVILLE,45.18,-93.053,45.179,-93.02
109456,WASHINGTON CO.,HUGO,5/25/2008,Tornado,3,1,17,25000000,0,MN,1,1,4.35,220,WITHROW,45.179,-93.02,45.168,-92.932
106044,BUCHANAN CO.,FAIRBANK,5/25/2008,Tornado,3,0,3,1000000,0,IA,0,0,20.92,1232,LAMONT,42.6031,-92.0183,42.577,-91.6085
109509,JEWELL CO.,JEWELL,5/29/2008,Tornado,3,0,0,5000000,1000000,KS,0,0,11.01,2000,JEWELL,39.5673,-98.2411,39.7013,-98.1291
102015,REPUBLIC CO.,COURTLAND,5/29/2008,Tornado,3,0,0,1000000,0,KS,0,0,29.51,1320,NARKA,39.7333,-97.933,40.0023,-97.5006
114633,RUSH CO.,MOSCOW,6/3/2008,Tornado,3,1,8,1000000,0,IN,0,0,6.75,150,MILROY,39.4596,-85.6295,39.5015,-85.5123
118399,HUBBARD CO.,DORSET,6/6/2008,Tornado,3,0,0,0,0,MN,0,0,7.29,400,PARK RAPIDS,46.98,-95.02,47.0805,-94.9726
98814,MONONA CO.,BLENCOE,6/11/2008,Tornado,3,4,48,0,0,IA,0,0,7.49,440,MOORHEAD,41.8641,-96.0191,41.8987,-95.8811
94925,SALINE CO.,PHILLIPS VLG,6/11/2008,Tornado,3,0,0,2630000,0,KS,0,0,16.45,225,NEW CAMBRIA,38.751,-97.6827,38.8539,-97.4072
112505,DICKINSON CO.,ENTERPRISE,6/11/2008,Tornado,3,1,3,20200000,0,KS,0,0,12.9,880,CHAPMAN,38.9119,-97.1283,38.9915,-96.9636
112508,RILEY CO.,OGDEN,6/11/2008,Tornado,4,0,0,66000000,0,KS,0,0,8.64,440,MANHATTAN,39.1314,-96.7141,39.1963,-96.5763
122369,ROLETTE CO.,SAN HAVEN,7/7/2008,Tornado,3,0,3,1500000,0,ND,0,0,17.6,250,ROLLA,48.852,-99.917,48.86,-99.53
125536,TOWNER CO.,ARMOURDALE,7/7/2008,Tornado,3,0,0,5000,5000,ND,0,0,3,75,ROCKLAKE,48.86,-99.53,48.8409,-99.4534
129209,KANDIYOHI CO.,PRIAM,7/11/2008,Tornado,3,0,2,0,0,MN,0,0,7.98,200,KANDIYOHI,45.0735,-95.1445,45.0881,-94.9823
135143,WILSON CO.,WILSON,11/15/2008,Tornado,3,1,4,1000000,200000,NC,0,0,8.19,100,TOWN CREEK,35.7532,-77.9195,35.842,-77.8227
154267,CARTER CO.,WILSON,2/10/2009,Tornado,4,8,46,3000000,0,OK,0,0,20.84,880,SPRINGER,34.071,-97.397,34.26,-97.113
153452,WILKES CO.,TYRONE,2/18/2009,Tornado,3,0,0,300000,0,GA,0,0,16.56,880,ADASBURG,33.67,-82.87,33.642,-82.584
154540,HANCOCK CO.,CULVERTON,2/18/2009,Tornado,3,1,3,500000,0,GA,0,0,7.51,500,EUREKA,33.26,-82.89,33.26,-82.76
154853,THOMAS CO.,EASON,2/19/2009,Tornado,3,0,0,100000,0,GA,0,0,1.45,500,BOSTON,30.8239,-83.7993,30.8241,-83.7748
157571,LAWRENCE CO.,FAYETTEVILLE,3/8/2009,Tornado,3,0,1,420000,0,IN,0,0,1.06,1408,FAYETTEVILLE,38.8498,-86.6062,38.8525,-86.5868
155941,SIMPSON CO.,JAYNESVILLE,3/26/2009,Tornado,3,0,25,5000000,0,MS,0,0,16.19,500,MARTINVILLE,31.7883,-89.8579,31.9469,-89.6547
158360,UNION CO.,BOXVILLE,3/28/2009,Tornado,3,0,0,40000,0,KY,0,0,3.03,400,WAVERLY,37.6414,-87.7964,37.6791,-87.7683
158364,HENDERSON CO.,KINGS MILLS,3/28/2009,Tornado,3,0,2,500000,0,KY,0,0,9.32,400,HENDERSON ARPT,37.6791,-87.7683,37.7917,-87.6742
154302,POLK CO.,POTTER,4/9/2009,Tornado,3,3,30,130000000,0,AR,0,0,14.84,1075,INK,34.5444,-94.3334,34.6226,-94.0905
154449,SEVIER CO.,WEST LINE,4/9/2009,Tornado,3,0,7,3500000,0,AR,0,0,23.5,850,LEBANON,34.0102,-94.4754,34.1441,-94.0979
154451,HOWARD CO.,DIERKS,4/9/2009,Tornado,3,0,0,1500000,0,AR,0,0,10.52,850,MUDDY FORK,34.1441,-94.0979,34.1969,-93.9253
154465,MILLER CO.,RAVANNA,4/9/2009,Tornado,3,0,0,1000000,0,AR,0,0,9.89,850,DODDRIDGE,33.04,-94.04,33.09,-93.88
159908,CHRISTIAN CO.,MANNINGTON,4/10/2009,Tornado,3,0,2,150000,0,KY,0,0,0.78,75,MANNINGTON,37.1199,-87.4888,37.126,-87.4768
165128,RUTHERFORD CO.,ALLISONA,4/10/2009,Tornado,4,2,58,100000000,0,TN,0,0,23.25,750,LOFTON,35.7579,-86.848,35.9145,-86.2789
161136,MARSHALL CO.,GRANT,4/10/2009,Tornado,3,0,5,0,0,AL,0,0,8.83,440,KIRBYTOWN,34.495,-86.249,34.514,-86.0957
166148,JACKSON CO.,LANGSTON,4/10/2009,Tornado,3,0,0,0,0,AL,0,0,13.9,440,SECTION,34.514,-86.0957,34.5376,-85.9185
166150,DEKALB CO.,RAINSVILLE,4/10/2009,Tornado,3,0,0,0,0,AL,0,0,9.8,440,STAMP,34.5376,-85.9185,34.5561,-85.7754
163277,HANCOCK CO.,SUNSHINE,4/10/2009,Tornado,3,0,1,500000,250000,GA,0,0,6.8,880,MAYFIELD,33.2922,-82.935,33.3021,-82.8179
154424,RICHMOND CO.,FT GORDON,4/10/2009,Tornado,3,0,12,5000000,0,GA,0,0,11.73,880,BEL AIR,33.451,-82.162,33.4263,-81.9608
154427,AIKEN CO.,BEECH IS,4/10/2009,Tornado,3,0,14,5000000,0,SC,0,1,14.57,880,TALATHA,33.41,-81.85,33.387,-81.599
154425,BURKE CO.,TORBIT STATION,4/10/2009,Tornado,3,0,4,3000000,0,GA,0,0,26.33,880,GIRARD,33.12,-82.191,33.12,-81.736
170842,HOWELL CO.,OLDEN,5/8/2009,Tornado,3,0,0,500000,0,MO,0,0,2.17,800,OLDEN,36.8821,-91.9291,36.8938,-91.8927
172960,MADISON CO.,KIRKSVILLE,5/8/2009,Tornado,3,2,15,0,0,KY,0,0,19.86,150,BYBEE,37.6534,-84.4468,37.7463,-84.1029
186775,STARK CO.,DICKINSON,7/8/2009,Tornado,3,0,2,20000000,0,ND,0,0,2.29,350,DICKINSON,46.8554,-102.8159,46.8599,-102.7679
194892,SANGAMON CO.,WILLIAMSVILLE,8/19/2009,Tornado,3,0,17,11000000,75000,IL,0,0,4.37,600,WILLIAMSVILLE,39.9555,-89.5611,39.9726,-89.4837
194893,LOGAN CO.,ELKHART,8/19/2009,Tornado,3,0,2,7200000,1000000,IL,0,0,19.9,880,BEASON,39.9726,-89.4837,40.1469,-89.1656
203002,ANGELINA CO.,LUFKIN,12/23/2009,Tornado,3,0,2,10000000,0,TX,0,0,4.06,300,HERTY,31.3139,-94.7152,31.3695,-94.6932
203448,HARRISON CO.,CROSSROADS,1/20/2010,Tornado,3,0,0,1500000,0,TX,0,0,7.63,1087,WASKOM,32.4869,-94.1689,32.5182,-94.0432
203449,CADDO PAR.,LORRAINE,1/20/2010,Tornado,3,0,0,0,0,LA,0,0,7.93,1087,BLANCHARD,32.5182,-94.0432,32.5506,-93.9127
218501,GUILFORD CO.,HIGH PT,3/28/2010,Tornado,3,0,0,10000000,0,NC,0,0,3.46,250,DEEP RIVER,36.0049,-80.0396,36.0447,-80.002
225573,COTTLE CO.,CEE VEE,4/22/2010,Tornado,3,0,0,300000,0,TX,0,0,12.25,975,CEE VEE,34.1688,-100.5119,34.2615,-100.3287
222803,MADISON PAR.,QUEBEC,4/24/2010,Tornado,3,0,16,35000000,1000000,LA,0,0,12.35,1500,TALLA BENA,32.4032,-91.2993,32.4952,-91.1177
224551,YAZOO CO.,ENOLA,4/24/2010,Tornado,4,4,53,140000000,4000000,MS,0,0,34.85,3080,FORDYKE,32.7003,-90.6783,32.9456,-90.1539
224552,HOLMES CO.,ZEIGLERVILLE,4/24/2010,Tornado,4,1,40,60000000,4000000,MS,0,0,21.25,2600,DURANT,32.9456,-90.1539,33.0802,-89.8241
224615,CHOCTAW CO.,FRENCH CAMP,4/24/2010,Tornado,3,5,35,90000000,6000000,MS,0,0,18.25,1883,REFORM,33.2857,-89.3651,33.4133,-89.0883
228117,WALKER CO.,BRADLEYTOWN,4/24/2010,Tornado,3,0,0,598000,0,AL,0,1,19.52,400,EMPIRE,33.7336,-87.2864,33.801,-86.9564
232519,MARSHALL CO.,NIXON CHAPEL,4/24/2010,Tornado,3,0,35,14000000,0,AL,0,0,17.7,1320,MC VILLE,34.2035,-86.3858,34.3181,-86.1085
232520,DEKALB CO.,RODGERS,4/24/2010,Tornado,3,0,10,3000000,0,AL,0,0,21.25,1320,HENAGAR,34.3181,-86.1085,34.4558,-85.7752
221310,DEKALB CO.,BANKHEAD,4/24/2010,Tornado,3,0,0,1500000,0,AL,0,0,4.29,440,BANKHEAD,34.5256,-85.5888,34.5474,-85.5183
220277,DEKALB CO.,RODENTOWN,4/24/2010,Tornado,4,0,5,3000000,0,AL,0,0,16.62,880,DOG TOWN,34.2203,-85.9602,34.3439,-85.7105
219252,VAN BUREN CO.,LIBERTY SPGS,4/30/2010,Tornado,3,1,15,4000000,0,AR,0,0,16.21,700,ARCHEY,35.4603,-92.7155,35.6205,-92.5049
219961,JACKSON CO.,WELDON,4/30/2010,Tornado,3,0,0,1000000,0,AR,0,0,7.74,1000,BLACKVILLE,35.446,-91.2711,35.5099,-91.1581
237666,BENTON CO.,ASHLAND,5/2/2010,Tornado,3,2,7,1000000,0,MS,0,0,12.24,880,BRODY,34.8008,-89.1893,34.9088,-89.0181
237677,TIPPAH CO.,TIPLERSVILLE,5/2/2010,Tornado,3,0,0,500000,0,MS,0,0,9.76,880,BROWNFIELD,34.9088,-89.0181,34.9949,-88.8815
237687,HARDEMAN CO.,POOR,5/2/2010,Tornado,3,1,2,250000,0,TN,0,0,6.76,880,POCAHONTAS,34.9949,-88.8815,35.055,-88.7872
237690,MCNAIRY CO.,CHEWALLA,5/2/2010,Tornado,3,0,0,10000,0,TN,0,0,0.82,880,CHEWALLA,35.055,-88.7872,35.0623,-88.7758
231830,GRANT CO.,WAKITA,5/10/2010,Tornado,3,0,1,0,0,OK,0,0,33,1500,DEER CREEK,36.808,-98.031,36.956,-97.462
231833,KAY CO.,BRAMAN,5/10/2010,Tornado,3,0,1,0,0,OK,0,0,7,1500,BRAMAN,36.956,-97.462,37,-97.345
231928,CLEVELAND CO.,(OUN)NORMAN WESTHEIMER ARPT,5/10/2010,Tornado,3,0,20,0,0,OK,0,0,13,2000,STANLEY DRAPER LAKE DAM,35.289,-97.504,35.377,-97.305
231948,CLEVELAND CO.,NORMAN,5/10/2010,Tornado,4,1,32,0,0,OK,0,0,17,880,LAKE THUNDERBIRD DAM,35.1808,-97.4273,35.249,-97.142
231939,OKLAHOMA CO.,(TIK)TINKER AFB,5/10/2010,Tornado,4,2,29,0,0,OK,0,0,11,2000,HARRAH,35.377,-97.305,35.47,-97.155
231997,POTTAWATOMIE CO.,DALE,5/10/2010,Tornado,3,0,3,0,0,OK,0,0,6.5,880,DALE,35.34,-97.108,35.365,-96.997
231985,POTTAWATOMIE CO.,TECUMSEH,5/10/2010,Tornado,3,0,2,0,0,OK,0,0,12,1760,EARLSBORO,35.246,-96.984,35.283,-96.777
231988,SEMINOLE CO.,SEMINOLE,5/10/2010,Tornado,3,0,26,0,0,OK,0,0,20,2200,CROMWELL,35.283,-96.777,35.342,-96.441
231877,CARTER CO.,LONE GROVE,5/10/2010,Tornado,3,0,0,0,0,OK,0,0,4.9,400,SPRINGER,34.245,-97.319,34.279,-97.245
235492,ECTOR CO.,NOTREES,5/14/2010,Tornado,3,0,0,100000,0,TX,0,0,4.28,500,NOTREES,31.8344,-102.7299,31.8964,-102.7314
235969,EDMUNDS CO.,BOWDLE,5/22/2010,Tornado,4,0,0,0,0,SD,0,0,3.86,1200,BOWDLE,45.45,-99.71,45.4791,-99.642
225558,LIVINGSTON CO.,MISSAL,6/5/2010,Tornado,3,0,0,750000,0,IL,0,0,8.55,440,NEVADA,41.0998,-88.7302,41.0933,-88.5663
226112,KANKAKEE CO.,AROMA PARK,6/5/2010,Tornado,3,0,1,600000,0,IL,0,0,7.75,175,TALLMADGE,41.0636,-87.7523,41.0826,-87.6057
239602,WOOD CO.,MOLINE,6/5/2010,Tornado,4,7,28,100000000,0,OH,0,0,6.5,400,MILLBURY,41.5512,-83.538,41.5716,-83.4153
239906,OTTAWA CO.,CLAY CENTER,6/5/2010,Tornado,3,0,0,2400000,0,OH,0,0,2.3,200,CLAY CENTER,41.5716,-83.4153,41.5723,-83.3709
237373,MIAMI CO.,(GUS)GRISSOM AFB PER,6/6/2010,Tornado,3,0,0,750000,0,IN,0,0,6.46,250,MC GRAWSVILLE,40.6382,-86.1656,40.6258,-86.0457
245530,OTTER TAIL CO.,URBANK,6/17/2010,Tornado,4,1,5,0,0,MN,0,0,38,2288,HILLVIEW,46.11,-95.425,46.6147,-95.25
245496,TRAILL CO.,PORTLAND JCT,6/17/2010,Tornado,4,0,1,0,0,ND,0,0,9,150,HATTON ARPT,47.54,-97.3,47.68,-97.32
245497,GRAND FORKS CO.,HOLMES,6/17/2010,Tornado,4,0,0,0,0,ND,0,0,8,150,THOMPSON,47.68,-97.32,47.78,-97.3154
245557,OTTER TAIL CO.,BLUFFTON,6/17/2010,Tornado,4,0,0,0,0,MN,0,0,2,1936,BLUFFTON,46.41,-95.18,46.43,-95.15
245562,WADENA CO.,WADENA,6/17/2010,Tornado,4,0,20,0,0,MN,0,0,8,1936,WADENA,46.43,-95.15,46.5216,-95.026
245876,POLK CO.,MAPLE BAY,6/17/2010,Tornado,3,1,2,0,0,MN,0,0,9,150,MENTOR,47.64,-96.18,47.77,-96.09
245882,RED LAKE CO.,TERREBONNE,6/17/2010,Tornado,3,0,0,0,0,MN,0,0,6,150,TERREBONNE,47.77,-96.09,47.8522,-96.0703
231404,FREEBORN CO.,MANSFIELD,6/17/2010,Tornado,4,1,14,0,0,MN,0,0,16.91,1760,HARTLAND,43.5755,-93.6404,43.8037,-93.5181
238619,FREEBORN CO.,(AEL)ALBERT LEA ARPT,6/17/2010,Tornado,3,0,0,0,0,MN,0,0,11.11,1320,BATH,43.702,-93.4188,43.8481,-93.326
230471,FREEBORN CO.,HOLLANDALE,6/17/2010,Tornado,3,0,0,0,0,MN,0,0,5.01,600,NEWRY,43.7567,-93.2367,43.8239,-93.1651
238659,STEELE CO.,BLOOMING PRAIRIE,6/17/2010,Tornado,3,0,0,0,0,MN,0,0,4.32,440,BIXBY,43.8588,-93.1273,43.9123,-93.0824
245834,OSCEOLA CO.,SIBLEY,6/25/2010,Tornado,4,0,13,3000000,0,IA,0,0,8.47,800,CLOVERDALE,43.404,-95.8605,43.377,-95.696
243682,SHERIDAN CO.,REDSTONE HILL DOT,7/26/2010,Tornado,3,2,1,300000,0,MT,0,0,18,880,MEDICINE LAKE,48.6597,-105.0018,48.5476,-104.6462
239944,RICHLAND CO.,TYLER,8/7/2010,Tornado,4,0,0,0,0,ND,0,0,2.5,600,TYLER,46.11,-96.63,46.11,-96.563
239948,WILKIN CO.,DORAN,8/7/2010,Tornado,4,0,0,0,0,MN,0,0,2.5,600,DORAN,46.13,-96.563,46.1544,-96.5169
254952,BURKE CO.,BOWBELLS,8/12/2010,Tornado,3,0,0,700000,150000,ND,0,0,2.55,400,BOWBELLS,48.813,-102.1868,48.8074,-102.1314
254958,WARD CO.,NIOBE,8/12/2010,Tornado,3,1,1,500000,100000,ND,0,0,2.48,400,KENMARE,48.8074,-102.1314,48.8028,-102.0774
255620,MEIGS CO.,JOPPA,9/16/2010,Tornado,3,0,6,1500000,0,OH,0,0,2.52,250,REEDSVILLE,39.1571,-81.7897,39.1443,-81.7456
255627,WOOD CO.,HUMPHREY,9/16/2010,Tornado,3,1,10,1000000,0,WV,0,0,6.53,500,CALIFORNIA,39.1405,-81.7397,39.1108,-81.624
261973,COCONINO CO.,KACHINA VILLAGE,10/6/2010,Tornado,3,0,0,400000,0,AZ,0,0,30.06,800,BELLEMONT,35.05,-111.865,35.4866,-111.7788
261977,COCONINO CO.,MOENKOPI,10/6/2010,Tornado,3,0,0,200000,0,AZ,0,0,4,1100,MOENKOPI,35.909,-111.005,35.961,-110.961
263493,WINN PAR.,ATLANTA,11/29/2010,Tornado,4,0,0,750000,0,LA,0,0,13.96,400,WINNFIELD JOYCE ARPT,31.7947,-92.808,31.9479,-92.6528
267317,ATTALA CO.,NEWPORT,11/29/2010,Tornado,3,0,6,900000,200000,MS,0,0,7.65,400,WAMBA,32.9299,-89.7031,33.029,-89.6442
267533,WASHINGTON CO.,CINCINNATI,12/31/2010,Tornado,3,4,7,1500000,0,AR,0,0,8.6,500,WEDINGTON,36.0176,-94.5374,36.0999,-94.4211
267576,PULASKI CO.,BLOODLAND,12/31/2010,Tornado,3,0,4,90000000,0,MO,0,0,7.5,500,(TBN)FT LEONARD WOOD,37.6857,-92.1901,37.7642,-92.0872
267577,PHELPS CO.,ROLLA DOWNTOWN ARPT,12/31/2010,Tornado,3,2,6,1000000,0,MO,0,0,11,500,FLAG SPGS,37.9394,-91.8018,38.0438,-91.6572
275090,ST. LOUIS CO.,ST LOUIS WEISS ARPT,12/31/2010,Tornado,3,1,6,1000000,0,MO,0,0,5.79,440,MEACHAM PARK,38.5024,-90.4622,38.5614,-90.386
267414,MENARD CO.,LINCNS NEW SALEM ST,12/31/2010,Tornado,3,0,1,12000000,0,IL,0,0,3.63,200,TICE,39.9842,-89.862,40.0133,-89.8049
272481,ATTALA CO.,BOYETTE,1/1/2011,Tornado,3,0,2,3000000,2000000,MS,0,0,23.45,1300,ETHEL,33.0394,-89.8123,33.2213,-89.47
272720,NOXUBEE CO.,MC LEOD,1/1/2011,Tornado,3,0,1,1500000,0,MS,0,0,9.63,1330,AUBREY,33.0609,-88.464,33.1484,-88.3345
286984,HENRY CO.,BELLVIEW,2/28/2011,Tornado,3,0,1,500000,0,KY,0,0,2.26,150,PLEASUREVILLE,38.351,-85.1598,38.3668,-85.1233
282100,BLOUNT CO.,KISER,3/23/2011,Tornado,3,0,2,2500000,0,TN,0,0,5.8,500,BRICK MILL,35.6596,-84.2322,35.6819,-84.1326
283803,MONONA CO.,MAPLETON,4/9/2011,Tornado,3,0,14,0,0,IA,0,0,3.38,1200,MAPLETON MUNI ARPT,42.1535,-95.8283,42.1843,-95.7771
