EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,EVENT_TYPE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,INJURIES_INDIRECT,DEATHS_INDIRECT,TOR_LENGTH,TOR_WIDTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
283214,SAC CO.,ODEBOLT,4/9/2011,Tornado,3,0,0,2000000,0,IA,0,0,10.14,1760,SCHALLER,42.3549,-95.286,42.5004,-95.2602
283449,POCAHONTAS CO.,FONDA,4/9/2011,Tornado,3,0,0,10000000,0,IA,0,0,17.17,2640,WARE,42.5943,-94.9151,42.8175,-94.7664
283450,POCAHONTAS CO.,VARINA,4/9/2011,Tornado,4,0,0,2500000,0,IA,0,0,3.2,587,WARE,42.7293,-94.8557,42.721,-94.7937
285246,LINCOLN CO.,CORNING,4/10/2011,Tornado,3,0,2,10900000,0,WI,0,0,20.2,1050,BLOOMVILLE,45.1201,-89.8707,45.2938,-89.5368
285080,ATOKA CO.,TUSHKA,4/14/2011,Tornado,3,2,40,0,0,OK,0,0,17,1320,STRINGTOWN,34.2923,-96.2509,34.47,-96.0149
302467,HINDS CO.,RAYMOND WILLIAMS ARP,4/15/2011,Tornado,3,0,10,8000000,0,MS,0,0,16.53,528,TOUGALOO,32.2908,-90.3754,32.3919,-90.1188
302507,KEMPER CO.,CLEVELAND,4/15/2011,Tornado,3,0,5,11000000,1040000,MS,0,0,33.46,1320,GILES,32.7145,-88.9153,32.8378,-88.3584
307537,SUMTER CO.,GEIGER,4/15/2011,Tornado,3,0,0,6880000,0,AL,0,0,10.5,1760,WARSAW,32.837,-88.3584,32.8917,-88.1835
308491,TUSCALOOSA CO.,RALPH,4/15/2011,Tornado,3,0,0,7060000,0,AL,0,0,17.52,500,BOX SPGS,33.0105,-87.7266,33.19,-87.504
310083,MARENGO CO.,NANAFALIA,4/15/2011,Tornado,3,1,4,3990000,0,AL,0,0,15.33,800,JEFFERSON STATION,32.1899,-88.0057,32.3431,-87.8159
296776,GREENE CO.,LEAKESVILLE,4/15/2011,Tornado,3,1,25,11100000,0,MS,0,0,12.37,500,ROUNSAVILLE,31.1311,-88.6325,31.1943,-88.4368
296786,WASHINGTON CO.,ESCATAWPA,4/15/2011,Tornado,3,3,3,2000000,0,AL,0,0,5.93,400,DEER PARK,31.1943,-88.4368,31.2168,-88.34
311717,AUTAUGA CO.,POSEYS XRDS,4/15/2011,Tornado,3,3,4,1240000,0,AL,0,0,9.29,400,PINE FLAT,32.5803,-86.5818,32.6126,-86.4269
297659,LEE CO.,WHITE HILL,4/16/2011,Tornado,3,2,36,57000000,0,NC,0,0,19.13,500,ROSSER,35.3632,-79.27,35.5423,-79.0108
297671,WAKE CO.,BURT,4/16/2011,Tornado,3,4,67,115000000,0,NC,0,0,37.99,300,BARHAM,35.5924,-78.9242,35.9527,-78.4122
297492,CUMBERLAND CO.,FENIX,4/16/2011,Tornado,3,1,85,100000000,0,NC,0,0,26.21,800,GODWIN,35.0377,-79.079,35.2565,-78.7
291695,GREENE CO.,JASON,4/16/2011,Tornado,3,0,30,30000000,0,NC,30,0,15.25,400,CASTORIA,35.3682,-77.7923,35.5476,-77.6344
305437,SURRY CO.,HOMEWOOD,4/16/2011,Tornado,3,0,0,250000,0,VA,0,0,3.8,500,HOMEWOOD,37.1532,-76.704,37.1968,-76.662
305451,JAMES CITY CO.,GROVE,4/16/2011,Tornado,3,0,0,50000,0,VA,0,0,3.42,500,GROVE,37.1968,-76.662,37.234,-76.6211
305455,YORK CO.,LACKEY,4/16/2011,Tornado,3,0,0,15000,0,VA,0,0,5,500,LACKEY,37.234,-76.6211,37.2946,-76.5715
304929,BERTIE CO.,ASKEWVILLE,4/16/2011,Tornado,3,12,55,2250000,0,NC,0,0,14.31,1300,COLERAIN,36.087,-76.9502,36.243,-76.7815
305469,GLOUCESTER CO.,COKE,4/16/2011,Tornado,3,2,24,7700000,0,VA,0,0,13,800,DUTTON,37.2946,-76.5715,37.4517,-76.4412
305487,MATHEWS CO.,NORTH,4/16/2011,Tornado,3,0,0,5000,0,VA,0,0,1.25,500,NORTH,37.4517,-76.4412,37.4636,-76.4241
291729,ONSLOW CO.,MIDWAY PARK,4/16/2011,Tornado,3,0,30,9400000,0,NC,90,0,3.76,450,MIDWAY PARK,34.7335,-77.3765,34.7627,-77.3205
314471,MACOUPIN CO.,GIRARD,4/19/2011,Tornado,3,0,2,0,0,IL,0,0,4.32,200,GIRARD,39.4427,-89.825,39.4503,-89.7447
317910,ST. LOUIS CO.,VIGUS,4/22/2011,Tornado,4,0,5,250000000,0,MO,0,0,15.39,880,RIVERVIEW,38.7364,-90.4863,38.746,-90.201
289592,GARLAND CO.,OZARK LITHIA,4/25/2011,Tornado,3,1,20,21000000,0,AR,0,0,5.46,300,FOUNTAIN LAKE (INCORPORATED),34.5903,-93.039,34.6365,-92.961
290471,CHRISTIAN CO.,(HOP)FT CAMPBELL AAF,4/26/2011,Tornado,3,0,0,1000000,0,KY,0,0,2.57,300,(HOP)FT CAMPBELL AAF,36.6625,-87.5071,36.691,-87.4773
308237,HOLMES CO.,LEXINGTON,4/27/2011,Tornado,3,0,0,600000,600000,MS,0,0,18.53,1760,WEST,33.0877,-90.0775,33.2298,-89.8057
309725,WEBSTER CO.,MATHISTON,4/27/2011,Tornado,3,0,15,3000000,700000,MS,0,0,11.05,1800,DANCY,33.5328,-89.153,33.6589,-89.0348
301495,CHICKASAW CO.,MC CONDY,4/27/2011,Tornado,3,0,2,250000,0,MS,0,0,9.59,1760,EGYPT,33.8116,-88.8454,33.9036,-88.7203
301496,MONROE CO.,GIBSON,4/27/2011,Tornado,3,0,3,750000,0,MS,0,0,9.12,1760,WREN,33.9036,-88.7203,33.9889,-88.5987
311506,TUSCALOOSA CO.,HOLMAN,4/27/2011,Tornado,3,0,0,730000,0,AL,0,0,19,704,SAMANTHA,33.2794,-87.8385,33.4268,-87.5605
311603,TUSCALOOSA CO.,COALING,4/27/2011,Tornado,3,0,0,9200000,0,AL,0,0,18.38,200,BUCKSVILLE,33.163,-87.3716,33.2824,-87.0875
314602,WALKER CO.,DRIFTON,4/27/2011,Tornado,3,0,20,13400000,0,AL,0,0,18.9,375,SIPSEY,33.5979,-87.3278,33.8176,-87.132
303011,LAFAYETTE CO.,SPRINGDALE,4/27/2011,Tornado,3,0,8,1500000,0,MS,0,0,13.57,440,DENMARK,34.2084,-89.5653,34.3299,-89.3785
309257,NESHOBA CO.,LONGINO,4/27/2011,Tornado,5,0,0,500000,0,MS,0,0,13.33,900,CENTER,32.7992,-89.1088,32.902,-88.9145
301943,CULLMAN CO.,CRANE HILL,4/27/2011,Tornado,4,1,0,0,0,AL,0,0,25.75,880,COUNTY LINE,34.0757,-87.0097,34.3054,-86.6549
309261,KEMPER CO.,PRINCE CHAPEL,4/27/2011,Tornado,5,3,6,100000,0,MS,0,0,2.89,900,PRINCE CHAPEL,32.9017,-88.9145,32.926,-88.8739
309265,WINSTON CO.,FEARNS SPGS,4/27/2011,Tornado,5,0,0,100000,0,MS,0,0,4.24,900,FEARNS SPGS,32.9262,-88.8719,32.9635,-88.8139
303243,CALHOUN CO.,SLATE,4/27/2011,Tornado,3,0,0,250000,0,MS,0,0,4.52,1320,DERMA,33.721,-89.273,33.7489,-89.2018
309267,NOXUBEE CO.,GHOLSON,4/27/2011,Tornado,3,0,0,400000,0,MS,0,0,7.82,900,MACEDONIA,32.9627,-88.8137,33.0202,-88.6974
303247,CHICKASAW CO.,ATLANTA,4/27/2011,Tornado,3,3,25,2000000,0,MS,0,0,30.57,1320,OKOLONA LEUTH ARPT,33.7489,-89.2018,33.938,-88.7201
309488,MARION CO.,BARNESVILLE,4/27/2011,Tornado,5,18,100,160000000,0,AL,0,0,25.14,1320,TESSNER,34.1043,-88.1479,34.3109,-87.7858
301946,MORGAN CO.,GUM POND,4/27/2011,Tornado,4,0,0,0,0,AL,0,0,5.33,880,RYAN XRDS,34.3054,-86.6549,34.3528,-86.5813
302067,MARSHALL CO.,RUTH,4/27/2011,Tornado,4,5,48,0,0,AL,0,0,15.8,880,HEBRON,34.3528,-86.5813,34.4935,-86.3628
303248,MONROE CO.,NEW WREN,4/27/2011,Tornado,3,1,0,1000000,0,MS,0,0,13.7,1320,BIGBEE,33.938,-88.7201,34.022,-88.5035
301811,FRANKLIN CO.,NIX,4/27/2011,Tornado,5,27,0,50000000,0,AL,0,0,16.95,1760,OAK GROVE,34.3109,-87.7858,34.4368,-87.5307
303562,MONROE CO.,SMITHVILLE,4/27/2011,Tornado,5,16,37,2500000,0,MS,0,0,6.05,1320,SMITHVILLE,34.0455,-88.445,34.0891,-88.36
301846,LAWRENCE CO.,MT HOPE,4/27/2011,Tornado,5,14,0,40000000,0,AL,0,0,28.19,2200,FISH POND,34.4368,-87.5307,34.6459,-87.1055
303563,ITAWAMBA CO.,NEW SALEM,4/27/2011,Tornado,5,0,0,100000,0,MS,0,0,10.98,1320,TREMONT,34.0891,-88.36,34.1677,-88.1932
309295,MARION CO.,BEXAR,4/27/2011,Tornado,3,7,100,11200000,0,AL,0,0,18.48,1320,WIGINTON,34.1677,-88.1932,34.3128,-87.9215
301925,JACKSON CO.,HODGE,4/27/2011,Tornado,4,6,0,0,0,AL,0,0,24.18,1260,HIGDON,34.6208,-85.9814,34.82,-85.6314
310000,PICKENS CO.,VIENNA,4/27/2011,Tornado,3,0,0,1600000,0,AL,0,0,7.84,704,ALICEVILLE ARPT,32.9947,-88.2403,33.0604,-88.1299
307284,TUSCALOOSA CO.,MOORES BRIDGE,4/27/2011,Tornado,3,0,0,2000000,0,AL,0,0,9.15,1408,NEW LEXINGTON,33.4572,-87.839,33.5208,-87.6997
301923,MORGAN CO.,TRINITY,4/27/2011,Tornado,3,0,0,400000,0,AL,0,0,2.29,1230,TRINITY,34.6459,-87.1055,34.6615,-87.07
301902,LIMESTONE CO.,LAWNGATE,4/27/2011,Tornado,4,4,45,1000000000,0,AL,30,0,18.86,1320,CAPSHAW,34.662,-87.0705,34.8017,-86.7855
311053,SMITH CO.,DANIEL,4/27/2011,Tornado,3,0,0,300000,400000,MS,0,0,8.87,440,LORENA,32.1397,-89.6912,32.1793,-89.5469
307342,FAYETTE CO.,ALTA,4/27/2011,Tornado,3,4,0,6600000,0,AL,0,0,5.68,1320,ALTA,33.605,-87.5102,33.6448,-87.4238
301929,DEKALB CO.,IDER,4/27/2011,Tornado,4,6,0,0,0,AL,0,0,3.48,1260,SULPHUR SPGS,34.82,-85.6314,34.8431,-85.5799
309071,WALKER CO.,MARIETTA,4/27/2011,Tornado,4,9,40,115000000,0,AL,0,0,29.02,1056,DILWORTH,33.6448,-87.4238,33.8668,-86.995
309095,MADISON CO.,CLUTTSVILLE,4/27/2011,Tornado,4,9,0,0,0,AL,0,0,27.2,880,ROSEBORO,34.8017,-86.7855,34.9915,-86.365
314662,TUSCALOOSA CO.,RALPH,4/27/2011,Tornado,4,44,800,1500000000,0,AL,0,8,41.79,1760,YOLANDE,33.0606,-87.8315,33.3512,-87.1975
302149,CULLMAN CO.,ARKADELPHIA,4/27/2011,Tornado,4,0,0,20000000,0,AL,0,0,4.42,440,ARKADELPHIA,33.8668,-86.995,33.8975,-86.9274
301882,JACKSON CO.,FACKLER,4/27/2011,Tornado,4,1,0,0,0,AL,0,0,20.24,1320,LONG IS,34.7948,-85.909,34.9854,-85.6377
311057,NEWTON CO.,BETHEL,4/27/2011,Tornado,3,0,0,1000000,100000,MS,0,0,10.27,440,HICKORY,32.2882,-89.1817,32.3389,-89.0164
314709,MARION CO.,GUIN,4/27/2011,Tornado,3,0,0,5500000,0,AL,0,0,21.22,1320,THORN HILL,34.0289,-87.9421,34.2008,-87.6347
301945,FRANKLIN CO.,HUNTLAND,4/27/2011,Tornado,3,0,0,0,0,TN,0,0,10.92,440,ROWE GAP,35.0081,-86.3193,35.0857,-86.1511
309183,BLOUNT CO.,BANGOR,4/27/2011,Tornado,3,0,10,19500000,0,AL,0,0,28.02,1232,HOPEWELL,33.9547,-86.7894,34.2275,-86.427
314718,WINSTON CO.,HALEYVILLE,4/27/2011,Tornado,3,0,25,11500000,0,AL,0,0,10.62,1320,RABBIT TOWN,34.2008,-87.6347,34.3039,-87.4968
304631,DADE CO.,GASS,4/27/2011,Tornado,3,2,25,20000000,0,GA,0,0,9.52,1056,WEST BROW,34.8431,-85.5799,34.8924,-85.423
314663,JEFFERSON CO.,WELLER,4/27/2011,Tornado,4,20,700,700000000,0,AL,0,0,32.53,2600,BLACK CREEK,33.3512,-87.1975,33.6311,-86.7436
311079,SMITH CO.,RALEIGH,4/27/2011,Tornado,3,1,0,500000,500000,MS,0,0,11.16,1050,TED,32.0296,-89.5042,32.0712,-89.3213
314742,HALE CO.,SAWYERVILLE,4/27/2011,Tornado,3,6,40,17000000,0,AL,0,0,25.18,1760,PHIPPS,32.7434,-87.8043,32.9132,-87.4205
312007,JASPER CO.,HAMLET,4/27/2011,Tornado,4,2,0,900000,800000,MS,0,0,24.12,1050,ORANGE,32.0712,-89.3201,32.1444,-88.9172
315350,FAYETTE CO.,HUBERTVILLE,4/27/2011,Tornado,3,0,0,3000000,0,AL,0,0,7.96,880,BAZEMORE,33.8129,-87.8108,33.8683,-87.6892
301829,DEKALB CO.,TEN BROECK,4/27/2011,Tornado,5,25,0,0,0,AL,0,0,33.66,1320,SULPHUR SPGS,34.3907,-85.9784,34.7333,-85.5578
314799,BIBB CO.,MERTZ,4/27/2011,Tornado,3,1,10,14000000,0,AL,0,0,29.93,1760,MARVEL,32.9132,-87.4205,33.1524,-86.9898
312009,CLARKE CO.,WAUTUBBEE,4/27/2011,Tornado,4,4,14,900000,800000,MS,0,0,28.76,1050,HURRICANE CREEK,32.1439,-88.9154,32.2143,-88.4327
314886,ST. CLAIR CO.,SANIE,4/27/2011,Tornado,4,13,30,200000000,0,AL,0,0,28.85,1760,HENRY LAKE,33.6839,-86.5234,33.8291,-86.0526
314900,CALHOUN CO.,MIDDLETON,4/27/2011,Tornado,4,8,25,122000000,0,AL,0,0,17.62,1760,TREDEGAR,33.8291,-86.0526,33.9419,-85.7771
296236,CHOCTAW CO.,CYRIL,4/27/2011,Tornado,3,0,0,8600000,0,AL,0,0,25.19,500,OAKCHIA,32.2143,-88.4327,32.3077,-88.0159
314944,CHEROKEE CO.,GNATVILLE,4/27/2011,Tornado,3,0,25,19000000,0,AL,0,0,18.21,1500,FORNEY,33.967,-85.7135,34.0664,-85.419
353666,MONROE CO.,CITICO BEACH,4/27/2011,Tornado,4,0,0,50000,0,TN,0,0,1.7,1320,CALDERWOOD DAM,35.5324,-84.0504,35.5459,-84.0274
300456,BLOUNT CO.,CHILHOWEE,4/27/2011,Tornado,4,0,0,1000000,0,TN,0,0,12.75,1320,LAWSON XRDS,35.5459,-84.0274,35.6633,-83.846
300459,SEQUATCHIE CO.,DAUS,4/27/2011,Tornado,4,0,0,250000,0,TN,0,0,7.86,880,MT AIRY,35.34,-85.42,35.41,-85.31
315331,ELMORE CO.,WALLSBURG,4/27/2011,Tornado,3,6,20,50000000,0,AL,0,0,20.38,880,MARTIN LAKE SOUTH,32.6174,-86.193,32.7545,-85.8826
300460,BLEDSOE CO.,HENDON,4/27/2011,Tornado,4,4,10,15000000,0,TN,0,0,16.3,880,NEW HARMONY,35.3969,-85.3253,35.5535,-85.1077
305268,CATOOSA CO.,BLUE SPRING,4/27/2011,Tornado,4,8,30,25000000,0,GA,0,0,10.7,586,POST OAK,34.8744,-85.1785,34.9868,-85.0485
296789,HAMILTON CO.,APISON,4/27/2011,Tornado,4,8,100,20000000,0,TN,0,0,4.9,800,COLLEGEDALE ARPK,34.9868,-85.0485,35.0371,-84.9875
300457,BRADLEY CO.,PINE HILL,4/27/2011,Tornado,4,4,200,23000000,0,TN,0,0,20.4,800,HAUN MILL,35.0371,-84.9875,35.218,-84.703
315334,TALLAPOOSA CO.,BARNESVILLE,4/27/2011,Tornado,4,1,10,115000000,0,AL,0,0,19.03,880,DUDLEYVILLE,32.7545,-85.8826,32.8843,-85.5936
315335,CHAMBERS CO.,JUDSON,4/27/2011,Tornado,3,0,0,2000000,0,AL,0,0,4.77,400,SIKES,32.8843,-85.5936,32.9196,-85.523
305917,BARTOW CO.,CASSVILLE,4/27/2011,Tornado,3,0,25,15000000,0,GA,0,0,15.18,880,FUNKHOUSER,34.2703,-84.8674,34.4009,-84.6534
300461,RHEA CO.,MORGAN SPGS,4/27/2011,Tornado,4,0,2,2000000,0,TN,0,0,16,880,SPRING CITY,35.5535,-85.1077,35.68,-84.87
305920,PICKENS CO.,TALMADGE,4/27/2011,Tornado,3,0,0,8000000,0,GA,0,0,6.74,880,HINTON,34.4124,-84.6393,34.4774,-84.5513
347518,GREENE CO.,FLAG BRANCH,4/27/2011,Tornado,3,6,33,8000000,0,TN,0,0,11.9,1500,PLEASANT HILL,36.035,-82.808,36.1419,-82.6418
301771,RABUN CO.,PERSIMMON,4/27/2011,Tornado,3,1,0,5000000,0,GA,0,0,14.17,900,MOUNTAIN CITY,34.825,-83.5961,34.9267,-83.379
306842,SPALDING CO.,BLANTONS MILL,4/27/2011,Tornado,3,2,0,25000000,0,GA,0,0,15.64,880,CARUSO,33.2058,-84.4794,33.3526,-84.2732
306844,HENRY CO.,HAMPTON,4/27/2011,Tornado,3,0,0,150000,0,GA,0,0,0.51,880,HAMPTON,33.3526,-84.2732,33.3573,-84.2664
297632,GREENE CO.,GREYSTONE,4/27/2011,Tornado,3,1,70,5000000,0,TN,0,0,4.3,1000,PLEASANT HILL,36.106,-82.702,36.1302,-82.6302
306883,LAMAR CO.,PIEDMONT,4/27/2011,Tornado,3,2,12,10000000,0,GA,0,0,15.15,1056,WELDONS CROSSING,33.0236,-84.2693,33.1315,-84.0414
298380,WASHINGTON CO.,CLIP,4/28/2011,Tornado,3,3,50,3000000,500000,VA,0,1,16.9,1320,MC CALL GAP,36.65,-81.95,36.816,-81.725
295476,LYON CO.,READING,5/21/2011,Tornado,3,1,5,2280000,0,KS,0,0,3.13,700,READING,38.5053,-96.0036,38.5221,-95.9498
296617,JASPER CO.,CENTRAL CITY,5/22/2011,Tornado,5,158,1150,2800000000,0,MO,0,3,8.8,1600,DUENWEG,37.056,-94.5701,37.0544,-94.4105
310331,DELAWARE CO.,DENNIS,5/22/2011,Tornado,3,0,2,1000000,0,OK,0,0,16.5,1550,GROVE ARPT,36.4812,-94.8951,36.5579,-94.6179
296627,MCDONALD CO.,SOUTH WEST CITY,5/22/2011,Tornado,3,0,2,1000000,0,MO,0,0,1.43,880,PACK,36.559,-94.6179,36.5475,-94.5964
315814,BLAINE CO.,CANTON LAKE DAM,5/24/2011,Tornado,3,0,2,0,0,OK,0,0,7.9,880,LONGDALE,36.064,-98.634,36.165,-98.578
315827,CADDO CO.,LOOKEBA,5/24/2011,Tornado,3,0,0,0,0,OK,0,0,8.6,800,LOOKEBA,35.35,-98.441,35.413,-98.311
315816,MAJOR CO.,DANE,5/24/2011,Tornado,3,1,0,0,0,OK,0,0,4.7,600,DANE,36.165,-98.578,36.235,-98.583
315837,CANADIAN CO.,CALUMET,5/24/2011,Tornado,5,7,112,0,0,OK,0,0,39.6,1760,PIEDMONT,35.444,-98.287,35.725,-97.697
315839,KINGFISHER CO.,CASHION,5/24/2011,Tornado,3,0,46,0,0,OK,0,0,2.2,1200,CASHION,35.725,-97.697,35.747,-97.674
315848,LOGAN CO.,NAVINA,5/24/2011,Tornado,3,2,23,0,0,OK,0,0,21.3,1200,GUTHRIE,35.747,-97.674,35.921,-97.356
315858,GRADY CO.,NORGE,5/24/2011,Tornado,4,1,48,0,0,OK,0,0,21,880,BRIDGE CREEK,35.008,-97.961,35.189,-97.67
315869,GRADY CO.,BRADLEY,5/24/2011,Tornado,3,0,0,0,0,OK,0,0,5.5,880,BRADLEY,34.88,-97.732,34.939,-97.67
315875,MCCLAIN CO.,CRINER,5/24/2011,Tornado,4,0,61,0,0,OK,0,0,17.6,880,GOLDSBY,34.939,-97.67,35.141,-97.491
315859,MCCLAIN CO.,BLANCHARD,5/24/2011,Tornado,4,0,0,0,0,OK,0,0,9.6,650,NEWCASTLE,35.189,-97.67,35.305,-97.589
313004,FRANKLIN CO.,PETER PENDER,5/24/2011,Tornado,4,1,6,1500000,0,AR,0,0,7.8,2200,DENNING,35.3182,-93.9044,35.399,-93.8079
313010,FRANKLIN CO.,DENNING,5/24/2011,Tornado,3,2,10,2000000,0,AR,0,0,6.1,2200,ALIX,35.4065,-93.7968,35.456,-93.7074
308464,JOHNSON CO.,NEW SPADRA,5/24/2011,Tornado,3,1,4,13000000,0,AR,0,0,26.28,1430,DILLEN,35.4227,-93.5302,35.6607,-93.1655
307045,CARTER CO.,GRANDIN,5/25/2011,Tornado,3,0,0,300000,0,MO,0,0,11.4,550,ELLSINORE,36.8147,-90.8492,36.9411,-90.7165
307046,WAYNE CO.,LEEPER,5/25/2011,Tornado,3,0,2,500000,0,MO,0,0,32.99,1200,BURCH,36.9411,-90.7165,37.3147,-90.3436
317947,LAWRENCE CO.,ERIE,5/25/2011,Tornado,3,0,0,150000,0,IN,0,0,6.75,300,ZELMA,38.8597,-86.3642,38.9214,-86.2669
298933,ST. TAMMANY PAR.,BLOND,5/26/2011,Tornado,3,0,4,400000,0,LA,0,0,6.06,150,SUN,30.6156,-90.0491,30.6352,-89.9545
323440,HAMPDEN CO.,WESTFIELD,6/1/2011,Tornado,3,3,200,227600000,0,MA,0,0,31.52,880,HOLLAND,42.1,-72.75,42.1107,-72.1354
326105,WORCESTER CO.,FISKDALE,6/1/2011,Tornado,3,0,0,0,0,MA,0,0,6.06,880,CHARLTON,42.1107,-72.1354,42.1045,-71.99
326534,GRAHAM CO.,(HLC)HILL CITY MUNI,6/20/2011,Tornado,3,0,0,5000000,0,KS,0,0,6.44,600,(HLC)HILL CITY MUNI,39.4898,-99.872,39.5667,-99.8036
327296,NORTON CO.,DENSMORE,6/20/2011,Tornado,3,0,0,350000,0,KS,0,0,3.94,100,DENSMORE,39.7377,-99.7765,39.7379,-99.7023
327315,NORTON CO.,ALMENA,6/20/2011,Tornado,3,0,0,10000000,0,KS,0,0,4.77,100,ALMENA,39.9001,-99.6932,39.9463,-99.6264
326861,BUFFALO CO.,ELM CREEK,6/20/2011,Tornado,3,0,0,6000000,2000000,NE,0,0,10,1320,WATERTOWN,40.7833,-99.364,40.8992,-99.2695
326864,POLK CO.,DURANT,6/20/2011,Tornado,3,0,0,4000000,500000,NE,0,0,9.49,880,SWEDEHOME,41.0764,-97.7156,41.2064,-97.6566
331480,LA MOURE CO.,NORTONVILLE,7/17/2011,Tornado,3,0,1,500000,250000,ND,0,0,16.18,880,BERLIN,46.49,-98.63,46.2998,-98.4319
335920,CHERRY CO.,WOOD LAKE,8/11/2011,Tornado,3,0,0,15000,0,NE,0,0,0.52,900,WOOD LAKE,42.5634,-100.209,42.5559,-100.209
353589,TILLMAN CO.,TIPTON ARPT,11/7/2011,Tornado,4,0,0,0,0,OK,0,0,15,500,TIPTON,34.357,-99.194,34.542,-99.115
357515,GORDON CO.,PLAINVILLE,12/22/2011,Tornado,3,0,4,500000,0,GA,0,0,9.67,880,BIG SPRING,34.39,-84.99,34.48,-84.86
364295,JEFFERSON CO.,KETONA,1/23/2012,Tornado,3,1,75,0,0,AL,0,0,13.89,800,ARGO,33.6228,-86.7411,33.7105,-86.5251
359709,STODDARD CO.,ASHERVILLE,2/29/2012,Tornado,3,1,0,150000,0,MO,0,0,19.96,700,BELL CITY,36.9,-90.1891,37.03,-89.8663
359691,SALINE CO.,CARRIERS MILLS,2/29/2012,Tornado,4,8,95,2000000,0,IL,0,0,15.93,325,BROOKLYN,37.6945,-88.65,37.771,-88.3751
359697,GALLATIN CO.,EQUALITY,2/29/2012,Tornado,4,0,13,1000000,0,IL,0,0,10.16,300,INMAN,37.771,-88.3751,37.7996,-88.1926
361097,MADISON CO.,CLUTTSVILLE,3/2/2012,Tornado,3,0,0,0,0,AL,0,0,23.7,250,PLEVNA,34.8162,-86.7853,34.9483,-86.3994
374002,HAMILTON CO.,BARTLEBAUGH,3/2/2012,Tornado,3,0,30,28000000,0,TN,0,0,9.3,400,SNOW HILL,35.128,-85.1608,35.1733,-85.0051
359896,WASHINGTON CO.,FREDDRICKSBURG,3/2/2012,Tornado,4,5,0,2000000,0,IN,0,0,17.35,800,DAISY HILL,38.4316,-86.1893,38.5103,-85.8848
359912,CLARK CO.,BLUE LICK,3/2/2012,Tornado,4,1,0,55000000,0,IN,0,0,16.71,700,NABB,38.5156,-85.8678,38.606,-85.581
359916,SCOTT CO.,NABB,3/2/2012,Tornado,4,1,0,500000,0,IN,0,0,0.61,500,NABB,38.6061,-85.5808,38.6094,-85.5702
359915,JEFFERSON CO.,CHELSEA,3/2/2012,Tornado,4,4,0,750000,0,IN,0,0,7.12,500,PAYNESVILLE,38.6096,-85.57,38.6346,-85.4421
359388,TRIMBLE CO.,LEEPORT,3/2/2012,Tornado,3,0,0,500000,0,KY,0,0,3.26,75,MONITOR,38.6563,-85.3236,38.6579,-85.2632
369148,RIPLEY CO.,HOLTON,3/2/2012,Tornado,3,3,5,275000,0,IN,0,0,8.69,350,DELAWARE,39.0667,-85.407,39.1127,-85.2562
369205,GRANT CO.,CRITTENDEN,3/2/2012,Tornado,3,0,0,500000,0,KY,0,0,1.33,880,CRITTENDEN,38.791,-84.633,38.796,-84.6092
369474,KENTON CO.,BRACHT,3/2/2012,Tornado,4,4,8,20000000,0,KY,0,0,8.52,880,MORNING VIEW,38.796,-84.6092,38.8209,-84.4541
369380,CAMPBELL CO.,GRANTS LICK,3/2/2012,Tornado,3,0,0,1000000,0,KY,0,0,2.68,440,KOHLER,38.835,-84.353,38.8457,-84.3051
369383,PENDLETON CO.,PEACH GROVE,3/2/2012,Tornado,3,0,0,2000000,0,KY,0,0,4,440,IVOR,38.8457,-84.3051,38.859,-84.2328
369430,CLERMONT CO.,MOSCOW,3/2/2012,Tornado,3,3,13,5660000,0,OH,0,0,11.04,440,WIGGONSVILLE,38.859,-84.2328,38.9035,-84.0357
368695,MENIFEE CO.,MARIBA,3/2/2012,Tornado,3,2,30,2000000,0,KY,0,1,7.44,500,KOREA,37.905,-83.6146,37.9109,-83.4784
368706,MORGAN CO.,ARTVILLE,3/2/2012,Tornado,3,6,80,75000000,0,KY,0,0,25.56,1580,RELIEF,37.9109,-83.4784,37.9739,-83.0162
366013,LAWRENCE CO.,TERRYVILLE,3/2/2012,Tornado,3,0,2,350000,0,KY,0,0,2.48,1200,TERRYVILLE,37.974,-83.0155,37.9856,-82.9725
366020,LAWRENCE CO.,MARTHA,3/2/2012,Tornado,3,2,6,2000000,0,KY,0,0,21.12,300,SUMMIT,37.9921,-82.9198,38.0334,-82.5354
366030,WAYNE CO.,GLENHAYES,3/2/2012,Tornado,3,0,0,1900000,0,WV,0,0,16.61,1000,COVE GAP,38.0334,-82.5354,38.0974,-82.2411
368739,MAGOFFIN CO.,CUTUNO,3/2/2012,Tornado,3,0,30,25000000,0,KY,0,0,17.92,1320,CONLEY,37.7083,-83.2572,37.7611,-82.9362
368754,JOHNSON CO.,ASA,3/2/2012,Tornado,3,2,7,10000000,0,KY,0,0,14.43,1312,BOONS CAMP,37.7611,-82.9362,37.801,-82.6769
365183,HARALSON CO.,LITTLE CREEK,3/2/2012,Tornado,3,0,1,750000,0,GA,0,0,14.97,200,DRAKETOWN,33.8681,-85.2964,33.8915,-85.0369
